t,obj_id
5418,91
5419,1901
5420,0
5421,4
5422,0
5423,6
5424,7
5425,4
5426,925
5427,42
5428,1333
5429,16
5430,5
5431,4
5432,392
5433,1398
5434,0
5435,0
5436,0
5437,0
5438,1
5439,12
5440,137
5441,9
5442,6
5443,0
5444,1
5445,0
5446,2
5447,3
5448,70
5449,16
5450,181
5451,447
5452,1511
5453,4
5454,2
5455,1
5456,1
5457,0
5458,7
5459,318
5460,1
5461,0
5462,27
5463,305
5464,66
5465,0
5466,3
5467,131
5468,0
5469,115
5470,0
5471,0
5472,9
5473,199
5474,1270
5475,78
5476,19
5477,0
5478,1
5479,73
5480,50
5481,0
5482,6
5483,0
5484,0
5485,7
5486,1
5487,0
5488,100
5489,43
5490,3
5491,21
5492,13
5493,16
5494,7
5495,26
5496,2
5497,0
5498,13
5499,487
5500,2
5501,1
5502,4
5503,102
5504,27
5505,352
5506,1
5507,4
5508,245
5509,0
5510,38
5511,0
5512,4
5513,812
5514,162
5515,8
5516,533
5517,684
5518,357
5519,10
5520,1
5521,1
5522,6
5523,46
5524,0
5525,1
5526,68
5527,1050
5528,4
5529,80
5530,121
5531,59
5532,1595
5533,57
5534,0
5535,210
5536,55
5537,74
5538,897
5539,4
5540,1118
5541,224
5542,4
5543,3
5544,48
5545,531
5546,2
5547,69
5548,19
5549,7
5550,2
5551,0
5552,0
5553,131
5554,122
5555,260
5556,0
5557,423
5558,21
5559,8
5560,2
5561,5
5562,0
5563,2
5564,6
5565,10
5566,37
5567,119
5568,2
5569,1601
5570,633
5571,0
5572,28
5573,0
5574,30
5575,888
5576,0
5577,1
5578,41
5579,0
5580,91
5581,1
5582,1
5583,111
5584,0
5585,61
5586,9
5587,8
5588,10
5589,1
5590,90
5591,0
5592,0
5593,77
5594,368
5595,1
5596,0
5597,1
5598,72
5599,78
5600,439
5601,2
5602,1
5603,22
5604,11
5605,634
5606,571
5607,4
5608,0
5609,21
5610,5
5611,412
5612,7
5613,7
5614,140
5615,15
5616,11
5617,282
5618,22
5619,143
5620,41
5621,16
5622,0
5623,424
5624,97
5625,1
5626,73
5627,526
5628,1977
5629,0
5630,38
5631,48
5632,11
5633,120
5634,0
5635,10
5636,3
5637,187
5638,0
5639,59
5640,15
5641,902
5642,6
5643,1702
5644,55
5645,61
5646,52
5647,0
5648,6
5649,9
5650,1078
5651,20
5652,1
5653,78
5654,1
5655,0
5656,30
5657,1720
5658,56
5659,9
5660,111
5661,1
5662,92
5663,1
5664,0
5665,13
5666,2
5667,355
5668,10
5669,803
5670,1
5671,8
5672,130
5673,24
5674,1
5675,7
5676,158
5677,47
5678,1
5679,980
5680,475
5681,144
5682,0
5683,1
5684,0
5685,0
5686,10
5687,362
5688,14
5689,8
5690,6
5691,1331
5692,0
5693,15
5694,251
5695,1251
5696,288
5697,14
5698,1121
5699,1
5700,1596
5701,1230
5702,4
5703,11
5704,7
5705,65
5706,47
5707,171
5708,28
5709,6
5710,1
5711,9
5712,627
5713,4
5714,1
5715,1406
5716,76
5717,1
5718,1565
5719,6
5720,19
5721,1837
5722,2
5723,2
5724,332
5725,92
5726,27
5727,0
5728,2
5729,43
5730,82
5731,3
5732,0
5733,296
5734,4
5735,240
5736,664
5737,4
5738,18
5739,13
5740,9
5741,272
5742,736
5743,320
5744,3
5745,1
5746,378
5747,0
5748,290
5749,6
5750,1
5751,0
5752,36
5753,4
5754,253
5755,53
5756,10
5757,142
5758,4
5759,1
5760,13
5761,45
5762,97
5763,0
5764,0
5765,50
5766,1
5767,41
5768,18
5769,3
5770,2
5771,10
5772,3
5773,1
5774,3
5775,69
5776,113
5777,3
5778,2
5779,58
5780,19
5781,830
5782,24
5783,84
5784,15
5785,304
5786,0
5787,24
5788,381
5789,30
5790,5
5791,12
5792,797
5793,18
5794,305
5795,2
5796,4
5797,2
5798,326
5799,29
5800,0
5801,60
5802,89
5803,2
5804,808
5805,34
5806,0
5807,1
5808,0
5809,118
5810,59
5811,3
5812,1175
5813,1462
5814,20
5815,1232
5816,13
5817,23
5818,15
5819,568
5820,61
5821,226
5822,127
5823,195
5824,14
5825,0
5826,0
5827,1
5828,26
5829,13
5830,2
5831,341
5832,274
5833,205
5834,0
5835,5
5836,84
5837,834
5838,1
5839,2
5840,38
5841,11
5842,12
5843,1
5844,18
5845,5
5846,15
5847,4
5848,98
5849,61
5850,2
5851,15
5852,0
5853,9
5854,1889
5855,51
5856,87
5857,0
5858,329
5859,75
5860,0
5861,76
5862,5
5863,10
5864,0
5865,4
5866,104
5867,915
5868,5
5869,414
5870,0
5871,250
5872,2
5873,26
5874,0
5875,721
5876,32
5877,7
5878,0
5879,41
5880,1
5881,18
5882,343
5883,0
5884,12
5885,2
5886,0
5887,2
5888,7
5889,13
5890,26
5891,7
5892,15
5893,259
5894,43
5895,313
5896,26
5897,3
5898,923
5899,67
5900,49
5901,3
5902,1262
5903,1441
5904,59
5905,0
5906,42
5907,1377
5908,29
5909,416
5910,1
5911,144
5912,4
5913,102
5914,1071
5915,9
5916,201
5917,230
5918,242
5919,1362
5920,0
5921,4
5922,10
5923,1951
5924,59
5925,14
5926,3
5927,4
5928,2
5929,211
5930,10
5931,14
5932,0
5933,0
5934,3
5935,93
5936,67
5937,954
5938,1
5939,43
5940,21
5941,73
5942,807
5943,1
5944,14
5945,7
5946,0
5947,65
5948,0
5949,2
5950,604
5951,428
5952,1
5953,3
5954,17
5955,70
5956,0
5957,142
5958,3
5959,106
5960,63
5961,2
5962,22
5963,40
5964,627
5965,2
5966,0
5967,1532
5968,184
5969,47
5970,13
5971,6
5972,369
5973,0
5974,107
5975,35
5976,0
5977,10
5978,18
5979,7
5980,662
5981,15
5982,9
5983,0
5984,1
5985,1974
5986,1
5987,108
5988,0
5989,0
5990,182
5991,0
5992,540
5993,27
5994,32
5995,8
5996,7
5997,2
5998,68
5999,81
6000,332
6001,0
6002,715
6003,5
6004,1
6005,202
6006,2
6007,19
6008,0
6009,51
6010,32
6011,2
6012,1
6013,1
6014,0
6015,127
6016,27
6017,1
6018,1116
6019,35
6020,3
6021,108
6022,0
6023,557
6024,976
6025,53
6026,3
6027,33
6028,3
6029,225
6030,68
6031,115
6032,1
6033,0
6034,441
6035,4
6036,37
6037,7
6038,10
6039,0
6040,0
6041,3
6042,84
6043,13
6044,15
6045,0
6046,20
6047,777
6048,0
6049,0
6050,17
6051,82
6052,3
6053,82
6054,3
6055,58
6056,11
6057,48
6058,6
6059,1
6060,79
6061,4
6062,205
6063,24
6064,41
6065,267
6066,451
6067,10
6068,112
6069,91
6070,10
6071,636
6072,0
6073,736
6074,1457
6075,1
6076,16
6077,7
6078,8
6079,1
6080,217
6081,8
6082,888
6083,22
6084,2
6085,133
6086,1
6087,15
6088,0
6089,2
6090,48
6091,107
6092,10
6093,48
6094,3
6095,59
6096,22
6097,1150
6098,80
6099,42
6100,1407
6101,37
6102,12
6103,0
6104,0
6105,0
6106,44
6107,0
6108,13
6109,0
6110,0
6111,1477
6112,0
6113,2
6114,296
6115,5
6116,1
6117,5
6118,656
6119,0
6120,306
6121,0
6122,12
6123,0
6124,32
6125,49
6126,95
6127,43
6128,53
6129,3
6130,23
6131,0
6132,41
6133,1
6134,16
6135,9
6136,504
6137,16
6138,1
6139,0
6140,11
6141,93
6142,35
6143,131
6144,52
6145,2
6146,0
6147,12
6148,6
6149,1305
6150,76
6151,295
6152,144
6153,121
6154,0
6155,12
6156,24
6157,552
6158,1068
6159,0
6160,5
6161,161
6162,213
6163,291
6164,45
6165,47
6166,4
6167,8
6168,61
6169,183
6170,1
6171,2
6172,39
6173,0
6174,433
6175,643
6176,0
6177,13
6178,586
6179,8
6180,349
6181,214
6182,4
6183,17
6184,0
6185,189
6186,663
6187,1052
6188,1
6189,0
6190,18
6191,0
6192,16
6193,153
6194,2
6195,394
6196,705
6197,0
6198,15
6199,27
6200,0
6201,4
6202,80
6203,3
6204,1
6205,3
6206,3
6207,0
6208,0
6209,1629
6210,0
6211,88
6212,1605
6213,0
6214,12
6215,0
6216,217
6217,16
6218,2
6219,126
6220,563
6221,1043
6222,9
6223,40
6224,436
6225,40
6226,2
6227,8
6228,2
6229,691
6230,73
6231,1
6232,1662
6233,3
6234,2
6235,35
6236,5
6237,7
6238,89
6239,1
6240,137
6241,1184
6242,893
6243,0
6244,1
6245,0
6246,9
6247,1
6248,16
6249,1
6250,1220
6251,7
6252,13
6253,7
6254,17
6255,874
6256,366
6257,79
6258,0
6259,46
6260,1949
6261,10
6262,0
6263,441
6264,9
6265,1
6266,2
6267,0
6268,3
6269,0
6270,1667
6271,9
6272,5
6273,0
6274,9
6275,1
6276,18
6277,28
6278,57
6279,11
6280,7
6281,0
6282,2
6283,6
6284,1910
6285,5
6286,11
6287,8
6288,24
6289,33
6290,3
6291,1982
6292,86
6293,66
6294,844
6295,1
6296,3
6297,0
6298,1931
6299,868
6300,4
6301,586
6302,5
6303,0
6304,1753
6305,15
6306,1
6307,667
6308,1
6309,195
6310,56
6311,1
6312,3
6313,1
6314,0
6315,144
6316,187
6317,1128
6318,12
6319,16
6320,0
6321,58
6322,6
6323,5
6324,427
6325,9
6326,9
6327,1151
6328,1
6329,3
6330,6
6331,1
6332,5
6333,0
6334,58
6335,1
6336,0
6337,524
6338,191
6339,41
6340,2
6341,49
6342,49
6343,2
6344,323
6345,437
6346,23
6347,1
6348,0
6349,0
6350,900
6351,1760
6352,294
6353,0
6354,59
6355,1
6356,0
6357,0
6358,111
6359,214
6360,0
6361,6
6362,0
6363,0
6364,0
6365,1
6366,0
6367,166
6368,0
6369,1848
6370,508
6371,34
6372,1558
6373,1248
6374,176
6375,62
6376,71
6377,6
6378,1282
6379,2
6380,168
6381,130
6382,56
6383,1
6384,3
6385,2
6386,11
6387,1
6388,0
6389,0
6390,520
6391,0
6392,1989
6393,8
6394,0
6395,1360
6396,1
6397,1
6398,319
6399,0
6400,107
6401,1
6402,0
6403,855
6404,1
6405,14
6406,159
6407,1
6408,313
6409,12
6410,0
6411,41
6412,0
6413,41
6414,0
6415,2
6416,579
6417,1470
6418,167
6419,132
6420,102
6421,262
6422,29
6423,146
6424,62
6425,202
6426,41
6427,2
6428,1
6429,16
6430,114
6431,30
6432,16
6433,445
6434,0
6435,1
6436,80
6437,0
6438,16
6439,498
6440,9
6441,0
6442,44
6443,14
6444,71
6445,522
6446,20
6447,0
6448,190
6449,2
6450,0
6451,16
6452,387
6453,1
6454,0
6455,2
6456,0
6457,1841
6458,851
6459,6
6460,77
6461,24
6462,449
6463,1762
6464,4
6465,10
6466,1
6467,11
6468,10
6469,9
6470,0
6471,11
6472,2
6473,44
6474,5
6475,2
6476,353
6477,0
6478,67
6479,2
6480,3
6481,3
6482,1
6483,191
6484,61
6485,0
6486,1
6487,268
6488,11
6489,2
6490,228
6491,0
6492,10
6493,0
6494,0
6495,78
6496,158
6497,19
6498,1
6499,7
6500,7
6501,200
6502,21
6503,77
6504,1
6505,1902
6506,120
6507,12
6508,26
6509,279
6510,1
6511,2
6512,0
6513,9
6514,216
6515,488
6516,47
6517,87
6518,0
6519,770
6520,5
6521,3
6522,31
6523,444
6524,127
6525,459
6526,1025
6527,76
6528,368
6529,3
6530,5
6531,13
6532,275
6533,0
6534,226
6535,44
6536,68
6537,198
6538,42
6539,129
6540,28
6541,6
6542,4
6543,3
6544,126
6545,0
6546,604
6547,5
6548,1527
6549,2
6550,2
6551,1892
6552,5
6553,158
6554,1489
6555,370
6556,1
6557,136
6558,891
6559,59
6560,0
6561,0
6562,519
6563,61
6564,23
6565,1
6566,763
6567,603
6568,10
6569,125
6570,819
6571,9
6572,38
6573,217
6574,1
6575,4
6576,228
6577,56
6578,0
6579,0
6580,22
6581,1
6582,3
6583,3
6584,59
6585,1324
6586,14
6587,8
6588,509
6589,1056
6590,234
6591,39
6592,666
6593,5
6594,3
6595,9
6596,308
6597,1081
6598,29
6599,1573
6600,2
6601,7
6602,495
6603,32
6604,33
6605,0
6606,0
6607,0
6608,2
6609,24
6610,0
6611,8
6612,2
6613,0
6614,17
6615,20
6616,1
6617,12
6618,26
6619,2
6620,2
6621,99
6622,2
6623,108
6624,0
6625,61
6626,1
6627,41
6628,1515
6629,0
6630,9
6631,17
6632,705
6633,28
6634,1
6635,27
6636,15
6637,1061
6638,1
6639,0
6640,2
6641,29
6642,0
6643,3
6644,1280
6645,367
6646,1696
6647,2
6648,250
6649,101
6650,2
6651,2
6652,28
6653,141
6654,6
6655,0
6656,169
6657,91
6658,0
6659,17
6660,86
6661,17
6662,58
6663,74
6664,1
6665,2
6666,17
6667,1
6668,3
6669,379
6670,5
6671,213
6672,592
6673,436
6674,1
6675,42
6676,113
6677,21
6678,0
6679,2
6680,2
6681,2
6682,0
6683,10
6684,173
6685,124
6686,54
6687,5
6688,741
6689,1
6690,0
6691,0
6692,11
6693,0
6694,9
6695,2
6696,1559
6697,23
6698,0
6699,22
6700,7
6701,0
6702,2
6703,1
6704,7
6705,1055
6706,18
6707,53
6708,1
6709,2
6710,1
6711,0
6712,1
6713,0
6714,38
6715,22
6716,0
6717,0
6718,849
6719,65
6720,126
6721,59
6722,58
6723,237
6724,3
6725,1441
6726,951
6727,0
6728,0
6729,2
6730,99
6731,4
6732,87
6733,132
6734,5
6735,0
6736,3
6737,219
6738,788
6739,299
6740,1
6741,190
6742,30
6743,9
6744,268
6745,1
6746,9
6747,1
6748,0
6749,12
6750,288
6751,1
6752,0
6753,61
6754,14
6755,11
6756,57
6757,1
6758,226
6759,11
6760,1306
6761,468
6762,20
6763,3
6764,0
6765,22
6766,6
6767,228
6768,14
6769,3
6770,89
6771,2
6772,0
6773,1677
6774,41
6775,6
6776,21
6777,338
6778,0
6779,3
6780,2
6781,109
6782,241
6783,38
6784,14
6785,409
6786,9
6787,21
6788,30
6789,114
6790,0
6791,61
6792,97
6793,81
6794,11
6795,0
6796,0
6797,21
6798,7
6799,441
6800,2
6801,0
6802,0
6803,0
6804,10
6805,77
6806,467
6807,250
6808,140
6809,0
6810,100
6811,3
6812,0
6813,11
6814,74
6815,2
6816,4
6817,7
6818,1
6819,1
6820,32
6821,480
6822,182
6823,1898
6824,2
6825,905
6826,41
6827,2
6828,0
6829,1
6830,0
6831,0
6832,5
6833,0
6834,875
6835,86
6836,0
6837,0
6838,237
6839,2
6840,75
6841,6
6842,497
6843,2
6844,39
6845,2
6846,0
6847,7
6848,9
6849,67
6850,42
6851,7
6852,0
6853,26
6854,2
6855,896
6856,0
6857,88
6858,3
6859,44
6860,154
6861,1
6862,284
6863,598
6864,0
6865,83
6866,82
6867,1000
6868,92
6869,58
6870,55
6871,1
6872,1
6873,3
6874,136
6875,0
6876,21
6877,1711
6878,0
6879,2
6880,1
6881,1
6882,0
6883,1
6884,90
6885,9
6886,1
6887,69
6888,135
6889,6
6890,295
6891,2
6892,1634
6893,1450
6894,172
6895,60
6896,685
6897,22
6898,215
6899,0
6900,1
6901,1
6902,23
6903,4
6904,11
6905,28
6906,4
6907,0
6908,889
6909,8
6910,10
6911,1
6912,0
6913,462
6914,146
6915,140
6916,44
6917,0
6918,4
6919,1919
6920,25
6921,1
6922,5
6923,44
6924,165
6925,41
6926,5
6927,430
6928,0
6929,335
6930,0
6931,8
6932,6
6933,3
6934,1
6935,1
6936,0
6937,497
6938,55
6939,455
6940,691
6941,130
6942,4
6943,1362
6944,0
6945,128
6946,11
6947,20
6948,55
6949,327
6950,65
6951,19
6952,0
6953,3
6954,609
6955,353
6956,1
6957,319
6958,23
6959,0
6960,768
6961,250
6962,2
6963,384
6964,1
6965,0
6966,1514
6967,1863
6968,35
6969,534
6970,2
6971,0
6972,0
6973,84
6974,25
6975,0
6976,263
6977,9
6978,9
6979,12
6980,669
6981,4
6982,1
6983,11
6984,4
6985,51
6986,743
6987,471
6988,2
6989,14
6990,44
6991,75
6992,0
6993,0
6994,157
6995,13
6996,0
6997,544
6998,22
6999,615
7000,638
7001,20
7002,0
7003,69
7004,1
7005,0
7006,22
7007,34
7008,484
7009,0
7010,268
7011,66
7012,21
7013,0
7014,50
7015,4
7016,178
7017,3
7018,25
7019,230
7020,227
7021,1
7022,223
7023,71
7024,231
7025,302
7026,0
7027,0
7028,15
7029,0
7030,24
7031,1
7032,48
7033,289
7034,7
7035,1
7036,0
7037,0
7038,1
7039,11
7040,245
7041,0
7042,11
7043,23
7044,0
7045,805
7046,56
7047,11
7048,100
7049,41
7050,1
7051,0
7052,131
7053,771
7054,1
7055,414
7056,12
7057,0
7058,1
7059,1
7060,4
7061,287
7062,37
7063,313
7064,231
7065,9
7066,216
7067,7
7068,1
7069,15
7070,0
7071,90
7072,2
7073,4
7074,16
7075,1
7076,5
7077,82
7078,1051
7079,23
7080,1
7081,0
7082,6
7083,52
7084,1
7085,24
7086,857
7087,3
7088,74
7089,410
7090,112
7091,67
7092,1
7093,4
7094,11
7095,23
7096,0
7097,8
7098,548
7099,54
7100,314
7101,10
7102,8
7103,43
7104,8
7105,18
7106,969
7107,27
7108,520
7109,3
7110,1
7111,2
7112,1
7113,17
7114,0
7115,1084
7116,0
7117,0
7118,102
7119,69
7120,0
7121,28
7122,0
7123,26
7124,5
7125,2
7126,1
7127,93
7128,112
7129,189
7130,0
7131,0
7132,4
7133,72
7134,338
7135,11
7136,0
7137,11
7138,62
7139,2
7140,219
7141,5
7142,29
7143,408
7144,20
7145,327
7146,6
7147,10
7148,2
7149,78
7150,50
7151,0
7152,9
7153,22
7154,7
7155,12
7156,6
7157,10
7158,1148
7159,3
7160,0
7161,226
7162,0
7163,0
7164,198
7165,477
7166,0
7167,175
7168,11
7169,1
7170,511
7171,2
7172,3
7173,8
7174,0
7175,4
7176,154
7177,10
7178,5
7179,0
7180,773
7181,5
7182,91
7183,25
7184,54
7185,20
7186,0
7187,50
7188,6
7189,13
7190,102
7191,340
7192,5
7193,16
7194,63
7195,105
7196,240
7197,87
7198,9
7199,20
7200,15
7201,771
7202,5
7203,0
7204,124
7205,73
7206,0
7207,2
7208,0
7209,4
7210,97
7211,26
7212,98
7213,0
7214,92
7215,213
7216,1
7217,0
7218,15
7219,583
7220,1
7221,4
7222,1850
7223,0
7224,7
7225,2
7226,74
7227,0
7228,953
7229,89
7230,3
7231,67
7232,725
7233,140
7234,324
7235,37
7236,75
7237,764
7238,166
7239,1
7240,0
7241,122
7242,11
7243,11
7244,2
7245,10
7246,62
7247,0
7248,7
7249,0
7250,1936
7251,1
7252,11
7253,583
7254,0
7255,3
7256,1
7257,82
7258,1317
7259,6
7260,105
7261,447
7262,1
7263,111
7264,2
7265,1
7266,48
7267,142
7268,30
7269,215
7270,0
7271,192
7272,224
7273,184
7274,156
7275,167
7276,6
7277,112
7278,179
7279,12
7280,0
7281,0
7282,4
7283,1
7284,77
7285,16
7286,2
7287,1
7288,69
7289,48
7290,57
7291,13
7292,4
7293,6
7294,6
7295,42
7296,43
7297,111
7298,4
7299,171
7300,0
7301,0
7302,254
7303,7
7304,121
7305,120
7306,8
7307,471
7308,1682
7309,0
7310,1
7311,2
7312,820
7313,258
7314,17
7315,571
7316,1925
7317,19
7318,0
7319,1
7320,9
7321,52
7322,155
7323,0
7324,21
7325,1
7326,4
7327,241
7328,0
7329,43
7330,68
7331,23
7332,23
7333,2
7334,16
7335,0
7336,1172
7337,1
7338,9
7339,2
7340,0
7341,2
7342,38
7343,0
7344,0
7345,1630
7346,336
7347,12
7348,534
7349,24
7350,10
7351,345
7352,107
7353,106
7354,0
7355,71
7356,1
7357,0
7358,1553
7359,2
7360,59
7361,1
7362,43
7363,0
7364,108
7365,0
7366,262
7367,68
7368,1
7369,0
7370,6
7371,13
7372,1184
7373,48
7374,68
7375,494
7376,8
7377,113
7378,3
7379,2
7380,7
7381,0
7382,5
7383,125
7384,0
7385,1
7386,0
7387,4
7388,2
7389,2
7390,147
7391,19
7392,1177
7393,24
7394,1
7395,23
7396,5
7397,5
7398,896
7399,0
7400,3
7401,305
7402,0
7403,0
7404,25
7405,10
7406,18
7407,1480
7408,2
7409,39
7410,1
7411,854
7412,1739
7413,0
7414,21
7415,78
7416,44
7417,134
7418,8
7419,11
7420,36
7421,699
7422,4
7423,148
7424,114
7425,0
7426,5
7427,117
7428,4
7429,1473
7430,6
7431,2
7432,10
7433,13
7434,11
7435,2
7436,1
7437,57
7438,61
7439,594
7440,7
7441,90
7442,5
7443,20
7444,25
7445,4
7446,667
7447,1
7448,85
7449,18
7450,3
7451,1
7452,150
7453,140
7454,17
7455,333
7456,306
7457,0
7458,0
7459,7
7460,833
7461,46
7462,2
7463,0
7464,9
7465,192
7466,14
7467,112
7468,3
7469,0
7470,0
7471,0
7472,7
7473,951
7474,1
7475,312
7476,0
7477,5
7478,5
7479,5
7480,6
7481,0
7482,1
7483,1
7484,0
7485,378
7486,0
7487,293
7488,40
7489,14
7490,35
7491,7
7492,945
7493,1041
7494,9
7495,1
7496,34
7497,1
7498,426
7499,1976
7500,0
7501,677
7502,0
7503,22
7504,96
7505,63
7506,731
7507,191
7508,0
7509,79
7510,2
7511,8
7512,541
7513,45
7514,704
7515,1
7516,8
7517,229
7518,414
7519,5
7520,1112
7521,0
7522,710
7523,0
7524,2
7525,6
7526,963
7527,0
7528,46
7529,21
7530,1150
7531,26
7532,173
7533,62
7534,3
7535,266
7536,399
7537,0
7538,28
7539,0
7540,27
7541,438
7542,57
7543,1
7544,146
7545,1020
7546,126
7547,238
7548,117
7549,79
7550,100
7551,3
7552,1783
7553,12
7554,39
7555,2
7556,454
7557,0
7558,1821
7559,26
7560,0
7561,59
7562,7
7563,33
7564,684
7565,1
7566,112
7567,0
7568,217
7569,8
7570,748
7571,3
7572,38
7573,227
7574,11
7575,16
7576,2
7577,0
7578,9
7579,2
7580,36
7581,478
7582,1
7583,123
7584,139
7585,634
7586,59
7587,1397
7588,61
7589,608
7590,6
7591,18
7592,305
7593,1
7594,13
7595,4
7596,4
7597,13
7598,5
7599,1
7600,1193
7601,21
7602,49
7603,592
7604,3
7605,7
7606,0
7607,721
7608,1
7609,32
7610,0
7611,1
7612,0
7613,8
7614,642
7615,10
7616,0
7617,10
7618,1339
7619,29
7620,0
7621,9
7622,409
7623,10
7624,539
7625,630
7626,1
7627,47
7628,1033
7629,424
7630,19
7631,300
7632,68
7633,0
7634,11
7635,40
7636,1
7637,3
7638,572
7639,6
7640,33
7641,511
7642,212
7643,1
7644,2
7645,1
7646,156
7647,117
7648,0
7649,85
7650,29
7651,13
7652,1
7653,15
7654,0
7655,1
7656,107
7657,1293
7658,9
7659,1
7660,5
7661,234
7662,7
7663,571
7664,96
7665,139
7666,1
7667,74
7668,50
7669,12
7670,136
7671,39
7672,0
7673,5
7674,0
7675,16
7676,5
7677,3
7678,0
7679,2
7680,767
7681,493
7682,1
7683,3
7684,187
7685,4
7686,17
7687,12
7688,6
7689,4
7690,3
7691,3
7692,0
7693,3
7694,47
7695,1
7696,5
7697,5
7698,1
7699,54
7700,545
7701,0
7702,8
7703,708
7704,23
7705,0
7706,1
7707,2
7708,819
7709,1
7710,7
7711,754
7712,322
7713,193
7714,4
7715,0
7716,3
7717,2
7718,15
7719,0
7720,65
7721,0
7722,588
7723,10
7724,1974
7725,40
7726,1
7727,312
7728,1836
7729,136
7730,2
7731,27
7732,3
7733,43
7734,9
7735,2
7736,178
7737,0
7738,7
7739,1
7740,3
7741,0
7742,18
7743,2
7744,537
7745,3
7746,0
7747,256
7748,1
7749,688
7750,1
7751,10
7752,1
7753,143
7754,3
7755,10
7756,1239
7757,28
7758,180
7759,113
7760,1
7761,246
7762,1616
7763,700
7764,100
7765,5
7766,39
7767,557
7768,1
7769,1503
7770,1
7771,0
7772,2
7773,835
7774,2
7775,3
7776,0
7777,606
7778,1
7779,2
7780,0
7781,497
7782,559
7783,0
7784,3
7785,1074
7786,139
7787,2
7788,10
7789,39
7790,812
7791,524
7792,37
7793,1
7794,49
7795,0
7796,7
7797,1
7798,284
7799,12
7800,0
7801,46
7802,31
7803,23
7804,15
7805,0
7806,0
7807,0
7808,98
7809,430
7810,5
7811,18
7812,481
7813,128
7814,23
7815,2
7816,47
7817,279
7818,35
7819,1232
7820,87
7821,371
7822,144
7823,670
7824,806
7825,786
7826,6
7827,0
7828,0
7829,54
7830,11
7831,5
7832,27
7833,0
7834,6
7835,4
7836,1645
7837,458
7838,0
7839,79
7840,242
7841,0
7842,355
7843,100
7844,1027
7845,0
7846,11
7847,2
7848,1
7849,1
7850,35
7851,326
7852,87
7853,2
7854,2
7855,0
7856,25
7857,7
7858,8
7859,1721
7860,3
7861,12
7862,4
7863,0
7864,33
7865,1
7866,16
7867,3
7868,47
7869,18
7870,486
7871,526
7872,23
7873,0
7874,118
7875,491
7876,2
7877,140
7878,114
7879,41
7880,791
7881,4
7882,2
7883,467
7884,0
7885,10
7886,122
7887,33
7888,6
7889,3
7890,2
7891,30
7892,2
7893,5
7894,203
7895,0
7896,2
7897,90
7898,0
7899,6
7900,46
7901,12
7902,92
7903,0
7904,44
7905,979
7906,0
7907,0
7908,2
7909,61
7910,4
7911,769
7912,392
7913,0
7914,11
7915,8
7916,17
7917,3
7918,162
7919,836
7920,9
7921,1
7922,4
7923,1
7924,111
7925,1
7926,23
7927,53
7928,1
7929,653
7930,27
7931,3
7932,248
7933,25
7934,3
7935,3
7936,0
7937,99
7938,0
7939,4
7940,0
7941,1
7942,463
7943,2
7944,1197
7945,0
7946,0
7947,35
7948,40
7949,7
7950,121
7951,13
7952,17
7953,0
7954,700
7955,66
7956,951
7957,72
7958,1
7959,123
7960,143
7961,1
7962,82
7963,216
7964,731
7965,517
7966,0
7967,472
7968,1333
7969,781
7970,1298
7971,110
7972,62
7973,9
7974,0
7975,1
7976,183
7977,24
7978,16
7979,39
7980,17
7981,233
7982,156
7983,472
7984,15
7985,8
7986,287
7987,1129
7988,898
7989,16
7990,18
7991,613
7992,32
7993,18
7994,45
7995,28
7996,323
7997,47
7998,3
7999,148
8000,9
8001,10
8002,22
8003,0
8004,0
8005,2
8006,55
8007,938
8008,845
8009,248
8010,2
8011,1
8012,18
8013,31
8014,1
8015,280
8016,7
8017,17
8018,213
8019,0
8020,10
8021,0
8022,1
8023,66
8024,35
8025,14
8026,20
8027,11
8028,1384
8029,145
8030,10
8031,451
8032,0
8033,0
8034,349
8035,1
8036,315
8037,1
8038,331
8039,7
8040,437
8041,15
8042,1503
8043,4
8044,1
8045,0
8046,1
8047,26
8048,14
8049,49
8050,90
8051,1
8052,5
8053,0
8054,21
8055,56
8056,947
8057,6
8058,470
8059,2
8060,13
8061,28
8062,6
8063,11
8064,2
8065,106
8066,89
8067,101
8068,11
8069,59
8070,178
8071,7
8072,1
8073,1651
8074,298
8075,134
8076,2
8077,0
8078,1296
8079,44
8080,0
8081,18
8082,32
8083,84
8084,1
8085,42
8086,8
8087,0
8088,185
8089,0
8090,1418
8091,0
8092,71
8093,0
8094,2
8095,2
8096,6
8097,10
8098,129
8099,0
8100,10
8101,0
8102,1
8103,31
8104,183
8105,17
8106,6
8107,1
8108,35
8109,4
8110,7
8111,6
8112,5
8113,0
8114,150
8115,8
8116,1
8117,770
8118,0
8119,632
8120,45
8121,1207
8122,29
8123,4
8124,5
8125,828
8126,7
8127,335
8128,0
8129,26
8130,74
8131,151
8132,20
8133,0
8134,3
8135,25
8136,4
8137,23
8138,37
8139,455
8140,34
8141,2
8142,60
8143,16
8144,65
8145,5
8146,5
8147,7
8148,0
8149,0
8150,0
8151,0
8152,9
8153,2
8154,114
8155,0
8156,24
8157,0
8158,8
8159,1102
8160,1019
8161,30
8162,167
8163,670
8164,6
8165,925
8166,2
8167,17
8168,0
8169,1
8170,37
8171,322
8172,0
8173,0
8174,534
8175,289
8176,287
8177,119
8178,3
8179,24
8180,15
8181,7
8182,4
8183,1068
8184,1286
8185,938
8186,0
